chat_id,analysis_type,ground_truth,prediction,is_correct,explanation
90020,resolution,Çözüldü,Çözüldü,True,Müşteri kumaş bilgisi istedi. Ürün açıklamasında bu bilginin bulunduğu bilgisi verildi ve müşteri bunu teyit ederek teşekkür etti. Bilgi verme + teşekkür = Çözüm kabul edildi. Bu nedenle durum Çözüldü olarak değerlendirildi.
90021,resolution,Çözüldü,Çözüldü,True,"Müşteri eksik promosyon ürünleri için sipariş numarasını verdi; bot eksik ürünlerin en kısa sürede kargoya verileceğini bildirdi ve özür diledi. Müşteri 'Çok teşekkür ederim, hızlı çözüm için' dedi; Bu bilgi verme + teşekkür kombinasyonu olduğundan çözüm kabul edildi."
90022,resolution,Çözülemedi,Çözülemedi,True,"Müşteri siparişini iptal ettiğini ve yaklaşık bir haftadır iadesinin banka hesabına geçmesini beklediğini belirtti. Bot ise yalnızca iade süresinin 1-5 iş günlüğü olduğunu bildirdi ve süreçle ilgili herhangi bir aksiyon (iade durumunun kontrolü, finansla iletişime geçilmesi veya iade işleminin hızlandırılması gibi) sunmadı. Bu nedenle durum çözümlenmedi; müşteri hala iadesinin gerçekleşmediğinden şikayetçi ve memnun değil. Yapılması gerekenler: iade kaydını ve iptal durumunu doğrulayın, iade durumunu finansla teyit edin/yeniden tetikleyin ve müşteriye net bir gün/çözüm bilgisi verin, gerekiyorsa özrünüzü ve telafi adımlarını iletin."
90023,resolution,Çözüldü,Çözüldü,True,Müşteri hasar bildirimi iletti; kargo kaynaklı olduğunu düşündüğünü belirtti. Sipariş numarası 78965412 ve hasarlı fotoğrafı iletildi. Fotoğraf incelendi ve hasarlı ürünün en kısa sürede yenisiyle değiştirilmesi bilgisi verildi; süreç hakkında bilgilendirme yapıldı ve müşteri teşekkür etti. Bu nedenle çözüm kabul edildi.
90024,resolution,Çözülemedi,Çözülemedi,True,"Müşteri değiştirme (exchange) talebini net şekilde yanıtlanmadı. Bot, iade sürecini başlatarak yeniden sipariş önerdi, ancak mevcutta exchange seçeneğinin olup olmadığını belirtmedi ve müşterinin sorusuna doğrudan cevap verilmedi. Ardından müşteri zahmetli olduğunu belirtti ve çözüm için somut bir aksiyon ya da yönlendirme almadı. Bu nedenle çözüm sağlanamadı."
90025,resolution,Çözüldü,Çözüldü,True,"Kampanyalar ana sayfa ve e-posta bülteni üzerinden erişilebilir olduğu bilgisi verildi. Müşteri 'Tamam, kontrol edeceğim. Teşekkürler' diyerek çözümü kabul etti."
90026,resolution,Çözüldü,Çözüldü,True,"Müşteri yanlış gelen ürünü bildirdi, sipariş numarası ve fotoğraf ile teyit edildi. Bot, doğru ürünün en kısa sürede gönderileceğini ve yanlış ürünün kargo ile ücretsiz iade edilebileceğini belirtti. Müşteri 'çok iyi, teşekkür ederim' diyerek memnuniyet ifade etti, çözüm kabul edildi."
90027,resolution,Çözüldü,Çözüldü,True,"Bilgi/verme: Bot hesap kapatma adımını açıkladı ('Hesabımı Kapat' butonu ile kapatabilirsiniz). Müşteri 'Anladım, teşekkürler' dedi, yani bilgi alındı ve teşekkür edildi. Bu durumda Bilgi verildi + teşekkür = Çözüm kabul edildi."
90028,resolution,Çözülemedi,Çözülemedi,True,"Ürün stokta olmadığı için siparişte eksik çıktı ve iade süreci bilgisi verildi. Müşteri ise iade istememekte, ürünü hemen almak istiyor. Şu aşamada somut bir aksiyon (örneğin backorder/bekleme listesi, alternatif ürün önerisi veya stok geldiğinde öncelikli gönderim) uygulanmadı; müşteri talebine doğrudan çözüm sunulmadığı için durum çözümlenmedi olarak kalıyor."
90029,resolution,Çözüldü,Çözüldü,True,İade kodunun süresi dolmuş olduğu için yeni bir iade kodu oluşturuldu: ABC-5678. Müşteriye gerekli bilgi verildi ve sorun çözüldü; müşteri “Harika! Çok teşekkürler.” diyerek memnuniyetini ifade etti.
90030,resolution,Çözüldü,Çözüldü,True,"Müşteri, sipariş henüz kargoya verilmediğini belirtti ve adresini hesap üzerinden güncelleyebileceğini öğrendi. Ayrıca kargoya verme süresi hakkında bilgi verildi ve müşteri teşekkür etti. Teşekkür etmesi, çözümün kabul edildiğini gösterir. Bu nedenle bilgi verme/ yönlendirme ile sorun çözüldü."
90031,resolution,Çözüldü,Çözüldü,True,"Sipariş durumuyla ilgili bilgi verildi: kargoya verilmiş ve yolda, tahmini teslimat 3-4 gün olarak belirtildi. Müşteri teşekkür etti ('Tamam, çok sağolun'), bu durumda çözüm kabul edildi."
90032,resolution,Çözülemedi,Çözülemedi,True,"Müşteri ödeme çekilmediğini belirtti ve siparişin tamamlanmadığı görüldü. Bot şu an için sadece 'tekrar deneyin' diye yönlendirdi ve müşteri 'Ne yapabilirim?' diye net bir çözüm talep etti. Şu anda somut bir aksiyon/adım uygulanmadı. İzlenebilecek adımlar: ödeme sayfasını yeniden yükleyip işlemi yeniden başlatmak, farklı ödeme yöntemi denemek, banka/finans kurulu ile iletişime geçip işlem engellerini kontrol etmek, sipariş durumunu tekrar kontrol etmek için destekle iletişime geçmek. Bu adımlar uygulanırsa süreç çözülebilir."
90033,resolution,Çözüldü,Çözüldü,True,"İade süreci başlatıldı, iade kodu oluşturuldu ve kargoya ücretsiz iade seçeneği sunuldu. Müşteri bilgi aldı ve teşekkür etti; çözüm bilgisi verildi. Bu durumda müşteri teşekkür ettiği için çözüm kabul edildi."
90034,resolution,Çözülemedi,Çözülemedi,True,"Kullanıcının kupon kodunun çalışmamasıyla ilgili somut bir çözüm sunulmadı. Yapılan kontroller sistemde sorun görünmediğini gösterse de kullanıcıya net adımlar (yeniden deneme önerisi, kuponun geçerlilik/kriterlerinin somut kontrolü, manuel uygulama/teknik destek yönlendirmesi vb.) verilmedi ve müşteri hâlâ çözüm bekliyor."
90035,resolution,Çözülemedi,Çözülemedi,True,"Müşteri halen şikayet halinde ve çözüm için tatmin edici bir aksiyon alınmamış. Bot yalnızca 'biraz bekleyin' şeklinde belirsiz bir yanıt verdi; net ETA, yeni takip bilgisi veya kargo firmasıyla durum güncellemesi gibi somut adım reddedilmedi ancak şu anda müşteri memnuniyetsizliğini gideren bir çözüm sunulmadı. Prosedür/etkileşim yönlendirmesi (örneğin hangi adımları atacağı) ve açık zaman çerçevesi sağlanmalı; aksi halde müşteri çözümü kabul etmedi. En uygun ilerleme: kargo firmasıyla iletişime geçip net teslimat bilgisi/ETA paylaşmak veya müşteri talebine uygun çözüm sunmak (yeniden takip numarası, iade/geri ödeme seçenekleri vb.)."
90036,resolution,Çözüldü,Çözüldü,True,"Sipariş iptal talebi kargoya verilmeden işleme alınmış ve iptal edilmiştir. Müşteri teşekkür etti, bu da çözümün kabul edildiğini gösterir."
90037,resolution,Çözüldü,Çözüldü,True,"Müşteriye teknik servise gönderim gerektiği bilgisi verildi ve gönderim detayları için e-posta paylaşılması istendi. Bilgi verildi + müşteri teşekkür etti (〝Tamam, teşekkürler〟), bu durum Çözüldü olarak kabul edilir."
90038,resolution,Çözüldü,Çözüldü,True,Kullanıcıya e-posta bülteninden çıkma için alt kısımdaki abonelikten çık linkinin kullanılması gerektiğini söyledik. Kullanıcı 'Anladım. Teşekkürler.' dediği için bilgi verilmesi ve memnuniyetiyle çözüm kabul edildi.
90039,resolution,Çözüldü,Çözüldü,True,"Kargo firmasıyla iletişime geçildi ve gecikme yaşandığı bilgisi paylaşıldı; teslimatın yarın yapılacağı belirtildi. Müşteri 'Tamam, teşekkürler. Artık yarın gelsin.' diyerek onayladı ve teşekkür etti."
90040,resolution,Çözülemedi,Çözülemedi,True,"Müşterinin iade süreci 10 gündür sürüyor ve şu ana kadar somut bir çözüm/ aksiyon alınmış gibi görünmüyor. Bot, iadenin 1-3 iş günü içinde bankaya yansımasının sürebileceğini belirtmiş olsa da müşteri hâlâ bekliyor ve 'artık yeter' şeklinde memnuniyetsizliğini ifade ediyor. Bilgi verilmiş olsa da güncel durum için net bir güncelleme veya hızlandırma adımı müşteriye sunulmadı. Bu nedenle durum çözümsüz olarak değerlendiriliyor ve süreçte güncelleme/ekip müdahalesi gerektiriyor."
